id,date,total_with_one_dose,total_completed,total_booster,total_vaccinations,total_persons_vaccinated
1184,2024-03-25,7937965,7647036,7459616,22465367,7937798
1185,2024-03-26,7937968,7647038,7459705,22465461,7937801
1186,2024-03-27,7937975,7647040,7459774,22465539,7937808
1187,2024-03-28,7937985,7647040,7459935,22465710,7937818
1188,2024-03-29,7937989,7647042,7460021,22465803,7937822
1189,2024-03-30,7937989,7647042,7460021,22465803,7937822
1190,2024-03-31,7937989,7647042,7460021,22465803,7937822
1191,2024-04-01,7937990,7647042,7460041,22465824,7937823
1192,2024-04-02,7937996,7647042,7460109,22465898,7937829
1193,2024-04-03,7938001,7647043,7460150,22465945,7937834
1194,2024-04-04,7938004,7647043,7460204,22466002,7937837
1195,2024-04-05,7938006,7647045,7460256,22466058,7937839
1196,2024-04-06,7938006,7647045,7460256,22466058,7937839
1197,2024-04-07,7938006,7647045,7460256,22466058,7937839
1198,2024-04-08,7938011,7647048,7460348,22466158,7937844
1199,2024-04-09,7938021,7647050,7460487,22466309,7937854
1200,2024-04-10,7938024,7647050,7460501,22466326,7937857
1201,2024-04-11,7938026,7647050,7460551,22466378,7937859
1202,2024-04-12,7938035,7647052,7460591,22466429,7937868
1203,2024-04-13,7938035,7647052,7460591,22466429,7937868
1204,2024-04-14,7938035,7647052,7460591,22466429,7937868
1205,2024-04-15,7938035,7647052,7460653,22466491,7937868
1206,2024-04-16,7938048,7647054,7460770,22466623,7937881
1207,2024-04-17,7938049,7647054,7460794,22466648,7937882
1208,2024-04-18,7938053,7647055,7460828,22466687,7937886
1209,2024-04-19,7938056,7647055,7460855,22466717,7937889
1210,2024-04-20,7938056,7647055,7460855,22466717,7937889
1211,2024-04-21,7938056,7647055,7460855,22466717,7937889
1212,2024-04-22,7938057,7647055,7460903,22466766,7937890
1213,2024-04-23,7938061,7647055,7460991,22466858,7937894
1214,2024-04-24,7938068,7647056,7461014,22466892,7937901
1215,2024-04-25,7938070,7647056,7461038,22466918,7937903
1216,2024-04-26,7938077,7647057,7461058,22466948,7937910
1217,2024-04-27,7938077,7647057,7461058,22466948,7937910
1218,2024-04-28,7938077,7647057,7461058,22466948,7937910
1219,2024-04-29,7938083,7647059,7461144,22467042,7937916
1220,2024-04-30,7938088,7647061,7461193,22467098,7937921
1221,2024-05-01,7938089,7647061,7461194,22467100,7937922
1222,2024-05-02,7938091,7647061,7461201,22467109,7937924
1223,2024-05-03,7938091,7647061,7461201,22467109,7937924
1224,2024-05-04,7938091,7647061,7461201,22467109,7937924
1225,2024-05-05,7938091,7647061,7461201,22467109,7937924
1226,2024-05-06,7938091,7647061,7461201,22467109,7937924
1227,2024-05-07,7938091,7647061,7461201,22467109,7937924
1228,2024-05-08,7938094,7647061,7461207,22467118,7937927
1229,2024-05-09,7938096,7647061,7461232,22467145,7937929
1230,2024-05-10,7938101,7647062,7461258,22467177,7937934
1231,2024-05-11,7938101,7647062,7461258,22467177,7937934
1232,2024-05-12,7938101,7647062,7461258,22467177,7937934
1233,2024-05-13,7938103,7647063,7461290,22467212,7937936
1234,2024-05-14,7938108,7647063,7461330,22467257,7937941
1235,2024-05-15,7938113,7647065,7461382,22467316,7937946
1236,2024-05-16,7938113,7647065,7461390,22467324,7937946
1237,2024-05-17,7938119,7647066,7461411,22467352,7937952
1238,2024-05-18,7938119,7647066,7461411,22467352,7937952
1239,2024-05-19,7938119,7647066,7461411,22467352,7937952
1240,2024-05-20,7938120,7647066,7461444,22467386,7937953
1241,2024-05-21,7938124,7647066,7461486,22467433,7937957
1242,2024-05-22,7938129,7647068,7461498,22467453,7937962
1243,2024-05-23,7938131,7647068,7461510,22467467,7937964
1244,2024-05-24,7938135,7647069,7461523,22467485,7937968
1245,2024-05-25,7938135,7647069,7461523,22467485,7937968
1246,2024-05-26,7938135,7647069,7461523,22467485,7937968
1247,2024-05-27,7938135,7647069,7461547,22467509,7937968
1248,2024-05-28,7938140,7647070,7461589,22467557,7937973
1249,2024-05-29,7938142,7647071,7461596,22467567,7937975
1250,2024-05-30,7938145,7647071,7461601,22467575,7937978
1251,2024-05-31,7938152,7647071,7461631,22467612,7937985
1252,2024-06-01,7938152,7647071,7461631,22467612,7937985
1253,2024-06-02,7938152,7647071,7461631,22467612,7937985
1254,2024-06-03,7938153,7647072,7461645,22467628,7937986
1255,2024-06-04,7938155,7647073,7461656,22467642,7937988
1256,2024-06-05,7938159,7647073,7461729,22467719,7937992
1257,2024-06-06,7938159,7647073,7461736,22467727,7937992
1258,2024-06-07,7938159,7647073,7461749,22467740,7937992
1259,2024-06-08,7938159,7647073,7461749,22467740,7937992
1260,2024-06-09,7938159,7647073,7461749,22467740,7937992
1261,2024-06-10,7938160,7647073,7461773,22467765,7937993
1262,2024-06-11,7938167,7647073,7461806,22467805,7938000
1263,2024-06-12,7938167,7647073,7461813,22467812,7938000
1264,2024-06-13,7938167,7647073,7461817,22467816,7938000
1265,2024-06-14,7938173,7647073,7461828,22467833,7938006
1266,2024-06-15,7938173,7647073,7461828,22467833,7938006
1267,2024-06-16,7938173,7647073,7461828,22467833,7938006
1268,2024-06-17,7938178,7647073,7461851,22467861,7938011
1269,2024-06-18,7938188,7647073,7461866,22467886,7938021
1270,2024-06-19,7938190,7647074,7461875,22467898,7938023
1271,2024-06-20,7938190,7647075,7461884,22467909,7938023
1272,2024-06-21,7938194,7647076,7461900,22467930,7938027
1273,2024-06-22,7938194,7647076,7461900,22467930,7938027
1274,2024-06-23,7938194,7647076,7461900,22467930,7938027
1275,2024-06-24,7938194,7647076,7461900,22467930,7938027
1276,2024-06-25,7938197,7647076,7461937,22467970,7938030
1277,2024-06-26,7938198,7647076,7461944,22467978,7938031
1278,2024-06-27,7938200,7647076,7461949,22467985,7938033
1279,2024-06-28,7938200,7647076,7461949,22467985,7938033
1280,2024-06-29,7938200,7647076,7461949,22467985,7938033
1281,2024-06-30,7938200,7647076,7461949,22467985,7938033
1282,2024-07-01,7938200,7647076,7461949,22467985,7938033
1283,2024-07-02,7938200,7647076,7461949,22467985,7938033
1284,2024-07-03,7938200,7647076,7461949,22467985,7938033
1285,2024-07-04,7938200,7647076,7461949,22467985,7938033
1286,2024-07-05,7938200,7647076,7461949,22467985,7938033
1287,2024-07-06,7938200,7647076,7461949,22467985,7938033
1288,2024-07-07,7938200,7647076,7461949,22467985,7938033
1289,2024-07-08,7938200,7647076,7461949,22467985,7938033
1290,2024-07-09,7938200,7647076,7461949,22467985,7938033
1291,2024-07-10,7938200,7647076,7461949,22467985,7938033
1292,2024-07-11,7938235,7647080,7462179,22468256,7938068
1293,2024-07-12,7938240,7647080,7462219,22468301,7938073
1294,2024-07-13,7938240,7647080,7462219,22468301,7938073
1295,2024-07-14,7938240,7647080,7462219,22468301,7938073
1296,2024-07-15,7938243,7647080,7462294,22468380,7938076
1297,2024-07-16,7938248,7647080,7462395,22468486,7938081
1298,2024-07-17,7938250,7647081,7462408,22468502,7938083
1299,2024-07-18,7938250,7647081,7462416,22468510,7938083
1300,2024-07-19,7938251,7647081,7462480,22468575,7938084
1301,2024-07-20,7938251,7647081,7462480,22468575,7938084
1302,2024-07-21,7938251,7647081,7462480,22468575,7938084
1303,2024-07-22,7938258,7647081,7462541,22468643,7938091
1304,2024-07-23,7938260,7647082,7462638,22468743,7938093
1305,2024-07-24,7938260,7647082,7462652,22468757,7938093
1306,2024-07-25,7938260,7647082,7462666,22468771,7938093
1307,2024-07-26,7938264,7647082,7462699,22468808,7938097
1308,2024-07-27,7938264,7647082,7462700,22468809,7938097
1309,2024-07-28,7938264,7647082,7462700,22468809,7938097
1310,2024-07-29,7938268,7647082,7462766,22468879,7938101
1311,2024-07-30,7938269,7647082,7462836,22468950,7938102
1312,2024-07-31,7938271,7647082,7462853,22468969,7938104
1313,2024-08-01,7938272,7647082,7462868,22468985,7938105
1314,2024-08-02,7938274,7647082,7462890,22469009,7938107
1315,2024-08-03,7938274,7647082,7462890,22469009,7938107
1316,2024-08-04,7938274,7647082,7462890,22469009,7938107
1317,2024-08-05,7938275,7647082,7462930,22469050,7938108
1318,2024-08-06,7938282,7647082,7462996,22469123,7938115
1319,2024-08-07,7938286,7647082,7463002,22469133,7938119
1320,2024-08-08,7938289,7647082,7463011,22469145,7938122
1321,2024-08-09,7938291,7647082,7463037,22469173,7938124
1322,2024-08-10,7938291,7647082,7463037,22469173,7938124
1323,2024-08-11,7938291,7647082,7463037,22469173,7938124
1324,2024-08-12,7938293,7647082,7463080,22469218,7938126
1325,2024-08-13,7938296,7647082,7463128,22469269,7938129
1326,2024-08-14,7938298,7647082,7463139,22469282,7938131
1327,2024-08-15,7938298,7647082,7463139,22469282,7938131
1328,2024-08-16,7938302,7647084,7463154,22469303,7938135
1329,2024-08-17,7938302,7647084,7463154,22469303,7938135
1330,2024-08-18,7938302,7647084,7463154,22469303,7938135
1331,2024-08-19,7938307,7647084,7463180,22469334,7938140
1332,2024-08-20,7938310,7647084,7463210,22469367,7938143
1333,2024-08-21,7938310,7647084,7463216,22469373,7938143
1334,2024-08-22,7938310,7647084,7463230,22469387,7938143
1335,2024-08-23,7938310,7647084,7463244,22469401,7938143
1336,2024-08-24,7938310,7647084,7463244,22469401,7938143
1337,2024-08-25,7938310,7647084,7463244,22469401,7938143
1338,2024-08-26,7938312,7647084,7463263,22469422,7938145
1339,2024-08-27,7938314,7647085,7463287,22469449,7938147
1340,2024-08-28,7938315,7647085,7463296,22469459,7938148
1341,2024-08-29,7938317,7647085,7463306,22469471,7938150
1342,2024-08-30,7938319,7647085,7463333,22469500,7938152
