id,date,category,cases,deaths,intensive,DISCHARGED,HOSPITALIZED,HOSPITALIZED_IN_ICU,PASSED_AWAY,RECOVERED,TREATED_AT_HOME
48,2020-04-12,65+,426,67,42,0,0,0,0,0,0
49,2020-04-13,0-17,72,0,1,0,0,0,0,0,0
50,2020-04-13,18-39,633,1,0,0,0,0,0,0,0
51,2020-04-13,40-64,913,27,27,0,0,0,0,0,0
52,2020-04-13,65+,447,71,45,0,0,0,0,0,0
53,2020-04-14,0-17,74,0,1,0,0,0,0,0,0
54,2020-04-14,18-39,641,1,0,0,0,0,0,0,0
55,2020-04-14,40-64,920,27,28,0,0,0,0,0,0
56,2020-04-14,65+,452,73,47,0,0,0,0,0,0
57,2020-04-15,0-17,76,0,1,0,0,0,0,0,0
58,2020-04-15,18-39,646,1,0,0,0,0,0,0,0
59,2020-04-15,40-64,932,27,28,0,0,0,0,0,0
60,2020-04-15,65+,458,74,43,0,0,0,0,0,0
61,2020-04-16,0-17,78,0,1,0,0,0,0,0,0
62,2020-04-16,18-39,656,1,0,0,0,0,0,0,0
63,2020-04-16,40-64,938,28,27,0,0,0,0,0,0
64,2020-04-16,65+,463,76,41,0,0,0,0,0,0
65,2020-04-17,0-17,78,0,1,0,0,0,0,0,0
66,2020-04-17,18-39,661,1,0,0,0,0,0,0,0
67,2020-04-17,40-64,946,28,27,0,0,0,0,0,0
68,2020-04-17,65+,465,79,41,0,0,0,0,0,0
69,2020-04-18,0-17,78,0,1,0,0,0,0,0,0
70,2020-04-18,18-39,668,1,0,0,0,0,0,0,0
71,2020-04-18,40-64,950,29,25,0,0,0,0,0,0
72,2020-04-18,65+,466,80,41,0,0,0,0,0,0
73,2020-04-19,0-17,78,0,1,0,0,0,0,0,0
74,2020-04-19,18-39,668,1,0,0,0,0,0,0,0
75,2020-04-19,40-64,950,29,25,0,0,0,0,0,0
76,2020-04-19,65+,466,80,41,0,0,0,0,0,0
77,2020-04-20,0-17,78,0,1,0,0,0,0,0,0
78,2020-04-20,18-39,670,1,0,0,0,0,0,0,0
79,2020-04-20,40-64,957,29,23,0,0,0,0,0,0
80,2020-04-20,65+,469,86,36,0,0,0,0,0,0
81,2020-04-21,0-17,79,0,1,0,0,0,0,0,0
82,2020-04-21,18-39,675,2,0,0,0,0,0,0,0
83,2020-04-21,40-64,961,29,24,0,0,0,0,0,0
84,2020-04-21,65+,469,90,34,0,0,0,0,0,0
85,2020-04-22,0-17,78,0,1,0,0,0,0,0,0
86,2020-04-22,18-39,681,2,0,0,0,0,0,0,0
87,2020-04-22,40-64,964,29,24,0,0,0,0,0,0
88,2020-04-22,65+,473,90,30,0,0,0,0,0,0
89,2020-04-23,0-17,80,0,1,0,0,0,0,0,0
90,2020-04-23,18-39,694,2,0,0,0,0,0,0,0
91,2020-04-23,40-64,984,30,25,0,0,0,0,0,0
92,2020-04-23,65+,490,93,26,0,0,0,0,0,0
93,2020-04-24,0-17,82,0,1,0,0,0,0,0,0
94,2020-04-24,18-39,703,2,0,0,0,0,0,0,0
95,2020-04-24,40-64,998,31,21,0,0,0,0,0,0
96,2020-04-24,65+,497,97,26,0,0,0,0,0,0
97,2020-04-25,0-17,87,0,1,0,0,0,0,0,0
98,2020-04-25,18-39,708,2,0,0,0,0,0,0,0
99,2020-04-25,40-64,1000,31,19,0,0,0,0,0,0
100,2020-04-25,65+,499,97,27,0,0,0,0,0,0
101,2020-04-26,0-17,89,0,1,0,0,0,0,0,0
102,2020-04-26,18-39,712,2,0,0,0,0,0,0,0
103,2020-04-26,40-64,1004,33,20,0,0,0,0,0,0
104,2020-04-26,65+,500,99,25,0,0,0,0,0,0
105,2020-04-27,0-17,95,0,1,0,0,0,0,0,0
106,2020-04-27,18-39,720,2,0,0,0,0,0,0,0
107,2020-04-27,40-64,1009,34,19,0,0,0,0,0,0
108,2020-04-27,65+,502,100,23,0,0,0,0,0,0
109,2020-04-28,0-17,98,0,1,0,0,0,0,0,0
110,2020-04-28,18-39,728,2,0,0,0,0,0,0,0
111,2020-04-28,40-64,1022,34,18,0,0,0,0,0,0
112,2020-04-28,65+,510,102,21,0,0,0,0,0,0
113,2020-04-29,0-17,98,0,1,0,0,0,0,0,0
114,2020-04-29,18-39,730,2,0,0,0,0,0,0,0
115,2020-04-29,40-64,1029,34,18,0,0,0,0,0,0
116,2020-04-29,65+,511,103,22,0,0,0,0,0,0
117,2020-04-30,0-17,100,0,1,0,0,0,0,0,0
118,2020-04-30,18-39,732,2,0,0,0,0,0,0,0
119,2020-04-30,40-64,1034,34,16,0,0,0,0,0,0
120,2020-04-30,65+,515,104,21,0,0,0,0,0,0
121,2020-05-01,0-17,102,0,1,0,0,0,0,0,0
122,2020-05-01,18-39,739,2,0,0,0,0,0,0,0
123,2020-05-01,40-64,1037,34,16,0,0,0,0,0,0
124,2020-05-01,65+,520,104,19,0,0,0,0,0,0
125,2020-05-02,0-17,102,0,1,0,0,0,0,0,0
126,2020-05-02,18-39,743,2,0,0,0,0,0,0,0
127,2020-05-02,40-64,1041,35,15,0,0,0,0,0,0
128,2020-05-02,65+,524,106,21,0,0,0,0,0,0
129,2020-05-03,0-17,102,0,1,0,0,0,0,0,0
130,2020-05-03,18-39,744,2,0,0,0,0,0,0,0
131,2020-05-03,40-64,1042,35,15,0,0,0,0,0,0
132,2020-05-03,65+,525,107,21,0,0,0,0,0,0
133,2020-05-04,0-17,103,0,1,0,0,0,0,0,0
134,2020-05-04,18-39,748,2,0,0,0,0,0,0,0
135,2020-05-04,40-64,1045,36,14,0,0,0,0,0,0
136,2020-05-04,65+,527,108,20,0,0,0,0,0,0
137,2020-05-05,0-17,105,0,1,0,0,0,0,0,0
138,2020-05-05,18-39,755,2,0,0,0,0,0,0,0
139,2020-05-05,40-64,1044,36,13,0,0,0,0,0,0
140,2020-05-05,65+,530,108,21,0,0,0,0,0,0
141,2020-05-06,0-17,105,0,1,0,0,0,0,0,0
142,2020-05-06,18-39,765,2,0,0,0,0,0,0,0
143,2020-05-06,40-64,1054,36,13,0,0,0,0,0,0
144,2020-05-06,65+,534,109,22,0,0,0,0,0,0
145,2020-05-07,0-17,105,0,1,0,0,0,0,0,0
146,2020-05-07,18-39,767,2,0,0,0,0,0,0,0
147,2020-05-07,40-64,1062,36,13,0,0,0,0,0,0
148,2020-05-07,65+,539,110,19,0,0,0,0,0,0
149,2020-05-08,0-17,106,0,1,0,0,0,0,0,0
150,2020-05-08,18-39,771,2,0,0,0,0,0,0,0
151,2020-05-08,40-64,1068,36,14,0,0,0,0,0,0
152,2020-05-08,65+,542,112,17,0,0,0,0,0,0
153,2020-05-09,0-17,106,0,1,0,0,0,0,0,0
154,2020-05-09,18-39,773,2,0,0,0,0,0,0,0
155,2020-05-09,40-64,1075,36,13,0,0,0,0,0,0
156,2020-05-09,65+,551,113,14,0,0,0,0,0,0
157,2020-05-10,0-17,106,0,1,0,0,0,0,0,0
158,2020-05-10,18-39,775,2,0,0,0,0,0,0,0
159,2020-05-10,40-64,1077,36,13,0,0,0,0,0,0
160,2020-05-10,65+,553,113,16,0,0,0,0,0,0
161,2020-05-11,0-17,105,0,1,0,0,0,0,0,0
162,2020-05-11,18-39,774,2,0,0,0,0,0,0,0
163,2020-05-11,40-64,1082,36,13,0,0,0,0,0,0
164,2020-05-11,65+,558,113,18,0,0,0,0,0,0
165,2020-05-12,0-17,107,0,0,0,0,0,0,0,0
166,2020-05-12,18-39,784,2,1,0,0,0,0,0,0
167,2020-05-12,40-64,1085,36,13,0,0,0,0,0,0
168,2020-05-12,65+,562,114,18,0,0,0,0,0,0
169,2020-05-13,0-17,111,0,0,0,0,0,0,0,0
170,2020-05-13,18-39,791,2,1,0,0,0,0,0,0
171,2020-05-13,40-64,1090,37,10,0,0,0,0,0,0
172,2020-05-13,65+,563,116,17,0,0,0,0,0,0
173,2020-05-14,0-17,111,0,0,0,0,0,0,0,0
174,2020-05-14,18-39,795,2,1,0,0,0,0,0,0
175,2020-05-14,40-64,1092,38,8,0,0,0,0,0,0
176,2020-05-14,65+,564,116,15,0,0,0,0,0,0
177,2020-05-15,0-17,123,0,0,0,0,0,0,0,0
178,2020-05-15,18-39,801,3,0,0,0,0,0,0,0
179,2020-05-15,40-64,1100,39,7,0,0,0,0,0,0
180,2020-05-15,65+,564,118,16,0,0,0,0,0,0
181,2020-05-16,0-17,124,0,0,0,0,0,0,0,0
182,2020-05-16,18-39,802,3,0,0,0,0,0,0,0
183,2020-05-16,40-64,1106,39,7,0,0,0,0,0,0
184,2020-05-16,65+,567,120,16,0,0,0,0,0,0
185,2020-05-17,0-17,131,0,0,0,0,0,0,0,0
186,2020-05-17,18-39,811,3,0,0,0,0,0,0,0
187,2020-05-17,40-64,1115,40,6,0,0,0,0,0,0
188,2020-05-17,65+,569,120,16,0,0,0,0,0,0
189,2020-05-18,0-17,131,0,0,0,0,0,0,0,0
190,2020-05-18,18-39,811,3,1,0,0,0,0,0,0
191,2020-05-18,40-64,1117,40,6,0,0,0,0,0,0
192,2020-05-18,65+,571,122,17,0,0,0,0,0,0
193,2020-05-19,0-17,131,0,0,0,0,0,0,0,0
194,2020-05-19,18-39,814,3,1,0,0,0,0,0,0
195,2020-05-19,40-64,1118,40,4,0,0,0,0,0,0
196,2020-05-19,65+,571,122,17,0,0,0,0,0,0
197,2020-05-20,0-17,135,0,1,0,0,0,0,0,0
198,2020-05-20,18-39,818,3,1,0,0,0,0,0,0
199,2020-05-20,40-64,1119,40,4,0,0,0,0,0,0
200,2020-05-20,65+,571,123,16,0,0,0,0,0,0
201,2020-05-21,0-17,145,0,1,0,0,0,0,0,0
202,2020-05-21,18-39,818,3,1,0,0,0,0,0,0
203,2020-05-21,40-64,1120,39,4,0,0,0,0,0,0
204,2020-05-21,65+,572,126,15,0,0,0,0,0,0
205,2020-05-22,0-17,153,0,1,0,0,0,0,0,0
206,2020-05-22,18-39,830,3,1,0,0,0,0,0,0
207,2020-05-22,40-64,1121,39,5,0,0,0,0,0,0
208,2020-05-22,65+,572,127,12,0,0,0,0,0,0
209,2020-05-23,0-17,153,0,1,0,0,0,0,0,0
210,2020-05-23,18-39,832,3,1,0,0,0,0,0,0
211,2020-05-23,40-64,1121,39,5,0,0,0,0,0,0
212,2020-05-23,65+,573,129,13,0,0,0,0,0,0
213,2020-05-24,0-17,153,0,1,0,0,0,0,0,0
214,2020-05-24,18-39,833,3,1,0,0,0,0,0,0
215,2020-05-24,40-64,1122,39,6,0,0,0,0,0,0
216,2020-05-24,65+,573,129,11,0,0,0,0,0,0
217,2020-05-25,0-17,153,0,1,0,0,0,0,0,0
218,2020-05-25,18-39,833,3,1,0,0,0,0,0,0
219,2020-05-25,40-64,1124,39,6,0,0,0,0,0,0
220,2020-05-25,65+,575,130,10,0,0,0,0,0,0
221,2020-05-26,0-17,155,0,1,0,0,0,0,0,0
222,2020-05-26,18-39,833,3,1,0,0,0,0,0,0
223,2020-05-26,40-64,1128,39,6,0,0,0,0,0,0
224,2020-05-26,65+,577,131,10,0,0,0,0,0,0
225,2020-05-27,0-17,159,0,1,0,0,0,0,0,0
226,2020-05-27,18-39,843,3,1,0,0,0,0,0,0
227,2020-05-27,40-64,1131,39,6,0,0,0,0,0,0
228,2020-05-27,65+,574,131,9,0,0,0,0,0,0
229,2020-05-28,0-17,159,0,1,0,0,0,0,0,0
230,2020-05-28,18-39,843,3,1,0,0,0,0,0,0
231,2020-05-28,40-64,1133,39,6,0,0,0,0,0,0
232,2020-05-28,65+,575,133,8,0,0,0,0,0,0
233,2020-05-29,0-17,159,0,0,0,0,0,0,0,0
234,2020-05-29,18-39,843,3,1,0,0,0,0,0,0
235,2020-05-29,40-64,1136,39,7,0,0,0,0,0,0
236,2020-05-29,65+,575,133,8,0,0,0,0,0,0
237,2020-05-30,0-17,160,0,0,0,0,0,0,0,0
238,2020-05-30,18-39,844,3,0,0,0,0,0,0,0
239,2020-05-30,40-64,1138,39,5,0,0,0,0,0,0
240,2020-05-30,65+,576,133,9,0,0,0,0,0,0
241,2020-05-31,0-17,160,0,0,0,0,0,0,0,0
242,2020-05-31,18-39,844,3,0,0,0,0,0,0,0
243,2020-05-31,40-64,1139,39,5,0,0,0,0,0,0
244,2020-05-31,65+,576,133,8,0,0,0,0,0,0
245,2020-06-01,0-17,159,0,0,0,0,0,0,0,0
246,2020-06-01,18-39,845,3,0,0,0,0,0,0,0
247,2020-06-01,40-64,1139,39,5,0,0,0,0,0,0
248,2020-06-01,65+,576,137,7,0,0,0,0,0,0
249,2020-06-02,0-17,159,0,0,0,0,0,0,0,0
250,2020-06-02,18-39,846,3,0,0,0,0,0,0,0
251,2020-06-02,40-64,1144,39,5,0,0,0,0,0,0
252,2020-06-02,65+,577,137,6,0,0,0,0,0,0
253,2020-06-03,0-17,159,0,0,0,0,0,0,0,0
254,2020-06-03,18-39,846,3,0,0,0,0,0,0,0
255,2020-06-03,40-64,1144,39,5,0,0,0,0,0,0
256,2020-06-03,65+,577,137,6,0,0,0,0,0,0
257,2020-06-04,0-17,159,0,0,0,0,0,0,0,0
258,2020-06-04,18-39,859,3,0,0,0,0,0,0,0
259,2020-06-04,40-64,1154,39,4,0,0,0,0,0,0
260,2020-06-04,65+,582,138,5,0,0,0,0,0,0
261,2020-06-05,0-17,159,0,0,0,0,0,0,0,0
262,2020-06-05,18-39,859,3,0,0,0,0,0,0,0
263,2020-06-05,40-64,1154,39,4,0,0,0,0,0,0
264,2020-06-05,65+,582,138,5,0,0,0,0,0,0
265,2020-06-06,0-17,159,0,0,0,0,0,0,0,0
266,2020-06-06,18-39,859,3,0,0,0,0,0,0,0
267,2020-06-06,40-64,1154,39,4,0,0,0,0,0,0
268,2020-06-06,65+,582,138,5,0,0,0,0,0,0
269,2020-06-07,0-17,159,0,0,0,0,0,0,0,0
270,2020-06-07,18-39,859,3,0,0,0,0,0,0,0
271,2020-06-07,40-64,1154,39,4,0,0,0,0,0,0
272,2020-06-07,65+,582,138,5,0,0,0,0,0,0
273,2020-06-08,0-17,167,0,0,0,0,0,0,0,0
274,2020-06-08,18-39,878,3,0,0,0,0,0,0,0
275,2020-06-08,40-64,1178,40,4,0,0,0,0,0,0
276,2020-06-08,65+,597,139,6,0,0,0,0,0,0
277,2020-06-09,0-17,169,0,0,0,0,0,0,0,0
278,2020-06-09,18-39,891,3,0,0,0,0,0,0,0
279,2020-06-09,40-64,1195,40,5,0,0,0,0,0,0
280,2020-06-09,65+,601,140,5,0,0,0,0,0,0
281,2020-06-10,0-17,171,0,0,0,0,0,0,0,0
282,2020-06-10,18-39,893,3,0,0,0,0,0,0,0
283,2020-06-10,40-64,1201,40,6,0,0,0,0,0,0
284,2020-06-10,65+,601,140,6,0,0,0,0,0,0
285,2020-06-11,0-17,172,0,0,0,0,0,0,0,0
286,2020-06-11,18-39,901,3,0,0,0,0,0,0,0
287,2020-06-11,40-64,1208,40,6,0,0,0,0,0,0
288,2020-06-11,65+,605,140,8,0,0,0,0,0,0
289,2020-06-12,0-17,173,0,0,0,0,0,0,0,0
290,2020-06-12,18-39,907,3,0,0,0,0,0,0,0
291,2020-06-12,40-64,1216,40,6,0,0,0,0,0,0
292,2020-06-12,65+,609,140,8,0,0,0,0,0,0
293,2020-06-13,0-17,173,0,0,0,0,0,0,0,0
294,2020-06-13,18-39,909,3,0,0,0,0,0,0,0
295,2020-06-13,40-64,1217,40,5,0,0,0,0,0,0
296,2020-06-13,65+,610,140,8,0,0,0,0,0,0
297,2020-06-14,0-17,174,0,0,0,0,0,0,0,0
298,2020-06-14,18-39,911,3,0,0,0,0,0,0,0
299,2020-06-14,40-64,1219,40,5,0,0,0,0,0,0
300,2020-06-14,65+,613,140,8,0,0,0,0,0,0
301,2020-06-15,0-17,176,0,0,0,0,0,0,0,0
302,2020-06-15,18-39,914,3,0,0,0,0,0,0,0
303,2020-06-15,40-64,1228,40,6,0,0,0,0,0,0
304,2020-06-15,65+,613,141,7,0,0,0,0,0,0
305,2020-06-16,0-17,176,0,0,0,0,0,0,0,0
306,2020-06-16,18-39,915,3,0,0,0,0,0,0,0
307,2020-06-16,40-64,1233,40,6,0,0,0,0,0,0
308,2020-06-16,65+,621,142,6,0,0,0,0,0,0
309,2020-06-17,0-17,179,0,0,0,0,0,0,0,0
310,2020-06-17,18-39,933,3,0,0,0,0,0,0,0
311,2020-06-17,40-64,1257,41,5,0,0,0,0,0,0
312,2020-06-17,65+,628,143,6,0,0,0,0,0,0
313,2020-06-18,0-17,180,0,0,0,0,0,0,0,0
314,2020-06-18,18-39,940,3,0,0,0,0,0,0,0
315,2020-06-18,40-64,1263,42,4,0,0,0,0,0,0
316,2020-06-18,65+,638,143,6,0,0,0,0,0,0
317,2020-06-19,0-17,181,0,0,0,0,0,0,0,0
318,2020-06-19,18-39,945,3,0,0,0,0,0,0,0
319,2020-06-19,40-64,1269,42,4,0,0,0,0,0,0
320,2020-06-19,65+,639,144,6,0,0,0,0,0,0
321,2020-06-20,0-17,182,0,0,0,0,0,0,0,0
322,2020-06-20,18-39,948,3,0,0,0,0,0,0,0
323,2020-06-20,40-64,1277,42,4,0,0,0,0,0,0
324,2020-06-20,65+,640,145,5,0,0,0,0,0,0
325,2020-06-21,0-17,183,0,0,0,0,0,0,0,0
326,2020-06-21,18-39,950,3,0,0,0,0,0,0,0
327,2020-06-21,40-64,1279,42,4,0,0,0,0,0,0
328,2020-06-21,65+,642,145,5,0,0,0,0,0,0
329,2020-06-22,0-17,185,0,0,0,0,0,0,0,0
330,2020-06-22,18-39,955,3,0,0,0,0,0,0,0
331,2020-06-22,40-64,1285,42,4,0,0,0,0,0,0
332,2020-06-22,65+,645,145,4,0,0,0,0,0,0
333,2020-06-23,0-17,187,0,0,0,0,0,0,0,0
334,2020-06-23,18-39,961,3,0,0,0,0,0,0,0
335,2020-06-23,40-64,1290,42,5,0,0,0,0,0,0
336,2020-06-23,65+,647,145,3,0,0,0,0,0,0
337,2020-06-24,0-17,187,0,0,0,0,0,0,0,0
338,2020-06-24,18-39,964,3,0,0,0,0,0,0,0
339,2020-06-24,40-64,1293,42,5,0,0,0,0,0,0
340,2020-06-24,65+,649,145,3,0,0,0,0,0,0
341,2020-06-25,0-17,187,0,0,0,0,0,0,0,0
342,2020-06-25,18-39,964,3,0,0,0,0,0,0,0
343,2020-06-25,40-64,1301,43,5,0,0,0,0,0,0
344,2020-06-25,65+,650,145,4,0,0,0,0,0,0
345,2020-06-26,0-17,190,0,0,0,0,0,0,0,0
346,2020-06-26,18-39,970,3,0,0,0,0,0,0,0
347,2020-06-26,40-64,1308,43,7,0,0,0,0,0,0
348,2020-06-26,65+,654,145,4,0,0,0,0,0,0
349,2020-06-27,0-17,193,0,0,0,0,0,0,0,0
350,2020-06-27,18-39,974,3,0,0,0,0,0,0,0
351,2020-06-27,40-64,1317,43,7,0,0,0,0,0,0
352,2020-06-27,65+,656,145,4,0,0,0,0,0,0
353,2020-06-28,0-17,195,0,0,0,0,0,0,0,0
354,2020-06-28,18-39,975,3,0,0,0,0,0,0,0
355,2020-06-28,40-64,1323,43,6,0,0,0,0,0,0
356,2020-06-28,65+,657,145,4,0,0,0,0,0,0
357,2020-06-29,0-17,199,0,0,0,0,0,0,0,0
358,2020-06-29,18-39,981,3,0,0,0,0,0,0,0
359,2020-06-29,40-64,1324,43,6,0,0,0,0,0,0
360,2020-06-29,65+,660,145,4,0,0,0,0,0,0
361,2020-06-30,0-17,199,0,0,0,0,0,0,0,0
362,2020-06-30,18-39,988,3,0,0,0,0,0,0,0
363,2020-06-30,40-64,1330,43,6,0,0,0,0,0,0
364,2020-06-30,65+,662,146,3,0,0,0,0,0,0
365,2020-07-01,0-17,201,0,0,0,0,0,0,0,0
366,2020-07-01,18-39,995,3,0,0,0,0,0,0,0
367,2020-07-01,40-64,1339,43,6,0,0,0,0,0,0
368,2020-07-01,65+,665,146,3,0,0,0,0,0,0
369,2020-07-02,0-17,201,0,0,0,0,0,0,0,0
370,2020-07-02,18-39,1003,3,0,0,0,0,0,0,0
371,2020-07-02,40-64,1350,43,5,0,0,0,0,0,0
372,2020-07-02,65+,669,146,3,0,0,0,0,0,0
373,2020-07-03,0-17,201,0,0,0,0,0,0,0,0
374,2020-07-03,18-39,1010,3,0,0,0,0,0,0,0
375,2020-07-03,40-64,1354,43,5,0,0,0,0,0,0
376,2020-07-03,65+,677,146,3,0,0,0,0,0,0
377,2020-07-04,0-17,204,0,0,0,0,0,0,0,0
378,2020-07-04,18-39,1017,3,0,0,0,0,0,0,0
379,2020-07-04,40-64,1358,43,7,0,0,0,0,0,0
380,2020-07-04,65+,681,146,4,0,0,0,0,0,0
381,2020-07-05,0-17,205,0,0,0,0,0,0,0,0
382,2020-07-05,18-39,1021,3,0,0,0,0,0,0,0
383,2020-07-05,40-64,1359,43,7,0,0,0,0,0,0
384,2020-07-05,65+,681,146,4,0,0,0,0,0,0
385,2020-07-06,0-17,208,0,0,0,0,0,0,0,0
386,2020-07-06,18-39,1032,3,0,0,0,0,0,0,0
387,2020-07-06,40-64,1378,43,8,0,0,0,0,0,0
388,2020-07-06,65+,689,146,3,0,0,0,0,0,0
389,2020-07-07,0-17,209,0,0,0,0,0,0,0,0
390,2020-07-07,18-39,1042,3,0,0,0,0,0,0,0
391,2020-07-07,40-64,1390,43,8,0,0,0,0,0,0
392,2020-07-07,65+,691,147,2,0,0,0,0,0,0
393,2020-07-08,0-17,212,0,0,0,0,0,0,0,0
394,2020-07-08,18-39,1047,3,0,0,0,0,0,0,0
395,2020-07-08,40-64,1401,43,7,0,0,0,0,0,0
396,2020-07-08,65+,694,147,2,0,0,0,0,0,0
397,2020-07-09,0-17,215,0,0,0,0,0,0,0,0
398,2020-07-09,18-39,1070,3,0,0,0,0,0,0,0
399,2020-07-09,40-64,1416,43,7,0,0,0,0,0,0
400,2020-07-09,65+,698,147,2,0,0,0,0,0,0
401,2020-07-10,0-17,217,0,0,0,0,0,0,0,0
402,2020-07-10,18-39,1102,3,0,0,0,0,0,0,0
403,2020-07-10,40-64,1443,43,7,0,0,0,0,0,0
404,2020-07-10,65+,698,147,2,0,0,0,0,0,0
405,2020-07-11,0-17,219,0,0,0,0,0,0,0,0
406,2020-07-11,18-39,1111,3,0,0,0,0,0,0,0
407,2020-07-11,40-64,1450,43,7,0,0,0,0,0,0
408,2020-07-11,65+,702,147,2,0,0,0,0,0,0
409,2020-07-12,0-17,224,0,0,0,0,0,0,0,0
410,2020-07-12,18-39,1124,3,1,0,0,0,0,0,0
411,2020-07-12,40-64,1464,43,7,0,0,0,0,0,0
412,2020-07-12,65+,707,147,2,0,0,0,0,0,0
413,2020-07-13,0-17,225,0,0,0,0,0,0,0,0
414,2020-07-13,18-39,1130,3,2,0,0,0,0,0,0
415,2020-07-13,40-64,1472,43,7,0,0,0,0,0,0
416,2020-07-13,65+,715,147,3,0,0,0,0,0,0
417,2020-07-14,0-17,234,0,0,0,0,0,0,0,0
418,2020-07-14,18-39,1150,3,2,0,0,0,0,0,0
419,2020-07-14,40-64,1491,43,8,0,0,0,0,0,0
420,2020-07-14,65+,718,147,3,0,0,0,0,0,0
421,2020-07-15,0-17,237,0,0,0,0,0,0,0,0
422,2020-07-15,18-39,1154,3,2,0,0,0,0,0,0
423,2020-07-15,40-64,1503,43,8,0,0,0,0,0,0
424,2020-07-15,65+,726,147,3,0,0,0,0,0,0
425,2020-07-16,0-17,240,0,0,0,0,0,0,0,0
426,2020-07-16,18-39,1170,3,2,0,0,0,0,0,0
427,2020-07-16,40-64,1522,43,9,0,0,0,0,0,0
428,2020-07-16,65+,731,147,3,0,0,0,0,0,0
429,2020-07-17,0-17,242,0,0,0,0,0,0,0,0
430,2020-07-17,18-39,1180,3,2,0,0,0,0,0,0
431,2020-07-17,40-64,1541,43,8,0,0,0,0,0,0
432,2020-07-17,65+,736,148,2,0,0,0,0,0,0
433,2020-07-18,0-17,245,0,0,0,0,0,0,0,0
434,2020-07-18,18-39,1187,3,2,0,0,0,0,0,0
435,2020-07-18,40-64,1550,43,8,0,0,0,0,0,0
436,2020-07-18,65+,738,148,2,0,0,0,0,0,0
437,2020-07-19,0-17,245,0,0,0,0,0,0,0,0
438,2020-07-19,18-39,1193,3,2,0,0,0,0,0,0
439,2020-07-19,40-64,1560,43,8,0,0,0,0,0,0
440,2020-07-19,65+,741,148,3,0,0,0,0,0,0
441,2020-07-20,0-17,246,0,0,0,0,0,0,0,0
442,2020-07-20,18-39,1195,3,2,0,0,0,0,0,0
443,2020-07-20,40-64,1563,43,8,0,0,0,0,0,0
444,2020-07-20,65+,741,149,2,0,0,0,0,0,0
445,2020-07-21,0-17,247,0,0,0,0,0,0,0,0
446,2020-07-21,18-39,1204,3,1,0,0,0,0,0,0
